submitted_on,water_point_name,latitude,longitude,photo_condition_water_point,operational_feel_of_pump,time_to_pump_20_litres,number_of_strokes_to_yield_water,sediment_presence,electrical_conductivity_magnitude,electrical_conductivity_units,arsenic_magnitude,arsenic_units,ammonia_mg_per_l,fluoride_ppm,nitrate_mg_per_l,total_dissolved_solids_ppt,free_chlorine_mg_per_l,ph,temperature_magnitude,temperature_units,turbidity_tube_magnitude,turbidity_tube_units,comments,type_of_sample,date_of_sample,ecoli_mpn_per_100ml,ecoli_upper_95ci_per_100ml,ecoli_health_risk_category,ecoli_image
26/06/2019,Mmwala borehole,-15.6169434,35.4984565,https://api.mwater.co/v3/images/45abab094ed74b27be9b129613119aba,Normal/satisfactory,52.85,1,Absent,1010,μS / cm,0,ppb,0.8,0.85,0.5,0.49,0,7.4,26.5,C,5,NTU,NA,Point of collection,6/25/2019,0,2.87,safe,https://api.mwater.co/v3/images/c99e5229f2a14213b6922b0801e79fed
15/12/2019,Mmwala borehole,-15.6169434,35.4984565,https://api.mwater.co/v3/images/cc50d7c8cec347c6a3740413ee436adf; https://api.mwater.co/v3/images/303479da12e0462fa15f26160e845c38,Normal/satisfactory,47.101,3,Absent,520,μS / cm,0,ppb,0.4,0.6,0.2,0.25,0.4,7.6,30,C,5,NTU,NA,Point of collection,12/14/2019,0,2.87,safe,https://api.mwater.co/v3/images/f92419e9939c4cc5b35a7aac5e16e811
28/02/2020,Mmwala borehole,-15.6169434,35.4984565,https://api.mwater.co/v3/images/70e85b9e93e1484188439c2364813837,Normal/satisfactory,47.133,1,Absent,0.23,μS / cm,0,ppb,0.2,0.2,0.4,0.24,0.31,6.8,29.7,C,50,NTU,NA,Point of collection,2/27/2020,0,2.87,safe,https://api.mwater.co/v3/images/5525fdf551cc47d480162d8747d005a9
04/07/2019,Mmwala borehole 2,-15.6132459,35.5073361,https://api.mwater.co/v3/images/78229fa3b4694ff4b4f2a735e497247c; https://api.mwater.co/v3/images/597ccd6663b945f8ab5056e28f23774b,"Normal/satisfactory , Significant friction (very stiff) on down stroke",51.832,1,Absent,906,μS / cm,5,ppb,0,1.6,0,0.45,0,7.27,27.6,C,5,NTU,NA,Point of collection,7/4/2019,0,2.87,safe,https://api.mwater.co/v3/images/3de6b8a258b143cba8755c241d3fd169
07/07/2019,Mkando Trading Centre Borehole,-15.9190433,35.3597,https://api.mwater.co/v3/images/d31714f32dfa41009fba92a8e4e0d4e9; https://api.mwater.co/v3/images/dc90e1fc7e7c44f89099575c1fb32391,"Normal/satisfactory , Very light",53.231,2,Absent,1562,μS / cm,0,ppb,1.6,0.8,1.4,0.79,0,7.39,27.2,C,5,NTU,NA,Point of collection,6/17/2019,0,2.87,safe,https://api.mwater.co/v3/images/3871d9e85eb94e82b4d1a9b23631798a
22/06/2019,Mangombo borehole,-15.9230762,35.4910703,https://api.mwater.co/v3/images/7a3770d2dfdc477eb2ea55399ea05de9; https://api.mwater.co/v3/images/2eae344e887243c99d3a7862a4306bb5; https://api.mwater.co/v3/images/465fc049a9de4619b8d1717af5678f9c,Normal/satisfactory,47.551,1,Absent,142.7,μS / cm,5,ppb,0.15,0.2,0.8,0.7,0,6.8,23.4,C,10,NTU,The borehole is now functioning satisfactorily. The community is happy and the community have agreed to intensify the management and taking care of the borehole.,Point of collection,6/21/2019,0,2.87,safe,https://api.mwater.co/v3/images/ad5a068adf5c40c89c842d0b0d2aef30
09/12/2019,Mangombo borehole,-15.9230762,35.4910703,https://api.mwater.co/v3/images/be69d63c50fc4a828bd2f46132f335d8,Normal/satisfactory,47.61,2,Present,250.8,μS / cm,28.1,ppb,0.15,0.3,0.65,0.12,0.95,7.3,28,C,10,NTU,NA,Point of collection,12/7/2019,0,2.87,safe,https://api.mwater.co/v3/images/849cd4640cdc4c4595cdf71326485351
23/02/2020,Mangombo borehole,-15.9230762,35.4910703,https://api.mwater.co/v3/images/5ec78be931da48eea8176c63a60d7c13,Normal/satisfactory,44.38,2,Absent,166,μS / cm,0,ppb,0.16,0.4,0.7,0.08,0.3,7.24,30.2,C,10,NTU,NA,Point of collection,2/22/2020,0,2.87,safe,https://api.mwater.co/v3/images/3b1f7f7757d04eb182256435fae73048
26/06/2019,Mpale school borehole,-15.8214247,35.5070719,https://api.mwater.co/v3/images/d80baa92e79f4ff68fe5112469ca0d9c,Normal/satisfactory,45.571,1,Absent,841,μS / cm,5,ppb,0.15,0.8,0.8,0.31,0,7.7,25.9,C,5,NTU,The borehole is now functioning satisfactorily after rehabilitation. The community is thankful for the work done and has promised to continue mobilising community members to participate in the general sanitation of the borehole surrounding and mobilising of funds for the maintenance of the borehole.,Point of collection,6/26/2019,0,2.87,safe,https://api.mwater.co/v3/images/df0529f9068d469d84a1486c55903756
05/12/2019,Nankhumwa Borehole 1,-15.8985838,35.3367249,https://api.mwater.co/v3/images/664f534861d641feab14dec3ae7dfdfc; https://api.mwater.co/v3/images/574065a2b77241d285bd5eb3a27577f8,Significant friction (very stiff) on down stroke,43.991,3,Absent,190,μS / cm,0,ppb,0.36,0.15,0.45,0.13,0,0.73,29.6,C,5,NTU,NA,Point of collection,12/4/2019,0,2.87,safe,https://api.mwater.co/v3/images/d4e50326408b45ed958cd916eda7a745
02/03/2020,Nankhumwa Borehole 1,-15.8985838,35.3367249,https://api.mwater.co/v3/images/91fe4beeb9e8469886bb413d6db02eb9,Normal/satisfactory,39.34,2,Absent,602,μS / cm,0,ppb,0.35,0.4,2,0.33,0.4,6.8,33.1,C,5,NTU,NA,Point of collection,3/1/2020,0,2.87,safe,https://api.mwater.co/v3/images/18f5573fb7a34e02b5afc12612c4d02f
07/03/2020,Wetheya Robert Borehole,-15.8988767,35.3577417,https://api.mwater.co/v3/images/ddec529ec04d41db865eb7ebd6c491ee,Normal/satisfactory,42.71,2,Absent,990,μS / cm,0,ppb,0.5,0.2,0.4,0.5,0.9,7.64,29.3,C,5,NTU,NA,Point of collection,3/2/2020,0,2.87,safe,https://api.mwater.co/v3/images/f17557fe4f934a479b7d1d0c850a8a59
07/07/2019,Nkando Borehole 1,-15.91734,35.3581281,https://api.mwater.co/v3/images/f3c7e3d2cf284faa98cd1c5b1f49ec28; https://api.mwater.co/v3/images/28b916bc688945e7baecba242aba9ceb,"Normal/satisfactory , Very light",49.36,2,Absent,922,μS / cm,0,ppb,2,1.2,2.4,0.45,0.26,7.33,23,C,5,NTU,NA,Point of collection,6/17/2019,0,2.87,safe,https://api.mwater.co/v3/images/d94f34e218494878a7340c4003afdde3
13/12/2019,Nkando Borehole 1,-15.91734,35.3581281,https://api.mwater.co/v3/images/814343a7832b48169e26a3daee1198b0; https://api.mwater.co/v3/images/e67770b033424ea7b522a37ac2199085,Normal/satisfactory,43.579,2,Absent,930,μS / cm,0,ppb,0.8,0.54,1.8,0.5,0,7.52,31.2,C,5,NTU,NA,Point of collection,12/4/2019,0,2.87,safe,https://api.mwater.co/v3/images/5c1d5658c1224e22bb5060cf7714d0e5
02/03/2020,Nkando Borehole 1,-15.91734,35.3581281,https://api.mwater.co/v3/images/d46422613c744278bc86153f6c0bcea8,Normal/satisfactory,43.64,2,Absent,670,μS / cm,0,ppb,0.25,0.34,0.21,0.3,0.25,7.01,28,C,25,NTU,NA,Point of collection,3/1/2020,0,2.87,safe,https://api.mwater.co/v3/images/1f3eae7c6af5463297136011abd9855c
05/12/2019,Nakhumwa Redcross Borehole,-15.898192,35.335563,https://api.mwater.co/v3/images/8f5dcea2d6d04c4c8d8a8846fae0d64f; https://api.mwater.co/v3/images/9850207c883345a7be49d2199539348c,Significant friction (very stiff) on down stroke,172.587,9,Absent,201,μS / cm,0,ppb,0.3,0.37,0.41,0.1,0,7,30,C,5,NTU,NA,Point of collection,12/4/2019,1.2,5.64,probably_safe,https://api.mwater.co/v3/images/d29807b3379c4a8ea682da2bdda44878
02/03/2020,Nakhumwa Redcross Borehole,-15.898192,35.335563,https://api.mwater.co/v3/images/0e7faeceb8d34cc280d90cd6353e6768,Normal/satisfactory,39.75,2,Absent,122.3,μS / cm,0,ppb,0.36,0.42,1.8,0.6,0.9,7.61,28.9,C,20,NTU,NA,Point of collection,3/1/2020,0,2.87,safe,https://api.mwater.co/v3/images/36ed9894fee54322b896a0e672b4d852
22/06/2019,Liwakhwa borehole 2,-15.9404754,35.3841745,https://api.mwater.co/v3/images/1dd627717e6544058d82484cee9fdb20,Normal/satisfactory,50.57,1,Present,647,μS / cm,5,ppb,1,0.1,0,0.3,0,7.33,27.2,C,5,NTU,The community is so thankful for rehabilitating the borehole as it will ease the problems they were facing of taking long for water to start coming out.,Point of collection,6/21/2019,0,2.87,safe,https://api.mwater.co/v3/images/bc022d7083a54227a788a70b2ad8df7a
13/12/2019,Liwakhwa borehole 2,-15.9404754,35.3841745,https://api.mwater.co/v3/images/e810adf1f96d445b8e6690680386f22a,Normal/satisfactory,54.08,2,Absent,630,μS / cm,0,ppb,0.09,0.4,0.13,0.31,0.46,7.1,30.2,C,5,NTU,NA,Point of collection,12/11/2019,0,2.87,safe,https://api.mwater.co/v3/images/f811565b5fc74756a1c0378ac6a8832d
07/07/2019,Juma 3 Borehole 2,-15.8818037,35.3561123,https://api.mwater.co/v3/images/855d6fe2ee9c45e7b92f1a0b3dd9e7a8; https://api.mwater.co/v3/images/e9e2eb8e6fdd42cfa1268e00fab8daf2,Normal/satisfactory,65.38,2,Absent,1265,μS / cm,0,ppb,0.3,1.2,1,0.64,0,7.55,29.8,C,5,NTU,NA,Point of collection,6/22/2019,0,2.87,safe,https://api.mwater.co/v3/images/c4d11c0a112e4e20880c85b62be361a8
09/03/2020,Juma 3 Borehole 2,-15.8818037,35.3561123,https://api.mwater.co/v3/images/0b432ba711b34f828e08f99e26ae2e9a,Normal/satisfactory,37.84,2,Absent,1255,μS / cm,0,ppb,0.15,0.2,0.5,0.64,0,7.28,28.5,C,5,NTU,The bolehole was in good condition,Blank,3/7/2020,0,2.87,safe,https://api.mwater.co/v3/images/909a8fb86b504249b30279f6029053e4
07/07/2019,Juma 3 Borehole 3,-15.8855279,35.3611486,https://api.mwater.co/v3/images/efb4c41ef71a4bce99aa7861e578a8fa,Normal/satisfactory,62.191,2,Absent,1385,μS / cm,0,ppb,0.2,0.5,0.2,0.69,0,7.4,25.3,C,5,NTU,NA,Point of collection,6/22/2019,0,2.87,safe,https://api.mwater.co/v3/images/7ff048779a194d6d9982764cd1795198
09/03/2020,Juma 3 Borehole 3,-15.8855279,35.3611486,https://api.mwater.co/v3/images/305eb967a71843d99d370e862283da64,Normal/satisfactory,40.628,1,Absent,383,μS / cm,0,ppb,0.35,0.2,0.1,0.18,0,6.77,27.9,C,15,NTU,The bolehole is functioning and in good condition,Point of collection,3/7/2020,0,2.87,safe,https://api.mwater.co/v3/images/1f01a91bf0fc4f2e9bad63f63878c4cf
09/03/2020,Nsanjama School Borehole,-15.874355,35.3530972,https://api.mwater.co/v3/images/13c9815357a1494991e0d75fd7668ede,Normal/satisfactory,50.171,2,Absent,123,μS / cm,0,ppb,0.2,0.2,0.3,1.28,0,8.56,28.7,C,5,NTU,The bolehole is functioning and in good condition,Point of collection,3/7/2020,0,2.87,safe,https://api.mwater.co/v3/images/927d9d38977a41018195dd8c5ffe789f
09/03/2020,Matekenya Borehole 1,-15.8576463,35.3583615,https://api.mwater.co/v3/images/bbea1c9f52e7434a904c867ebc5e9fcc,Normal/satisfactory,40.291,1,Absent,133,μS / cm,0,ppb,0.35,0.4,0.3,6.77,0,7.41,35.1,C,5,NTU,The bolehole is functioning and in good condition,Point of collection,3/7/2020,0,2.87,safe,https://api.mwater.co/v3/images/7a392920e4ba420c9fed335c29c43d67
08/07/2019,Mchoma Borehole 1,-15.8735285,35.3722656,https://api.mwater.co/v3/images/576b8b927ccf4c18820776a487e4baa6; https://api.mwater.co/v3/images/364f165020c540e9bce10b1c4e8179a1,Normal/satisfactory,49.974,2,Absent,7.26,μS / cm,5,ppb,0.05,1,1,0.61,0,7.26,26.7,C,5,NTU,NA,Point of collection,6/26/2019,0,2.87,safe,https://api.mwater.co/v3/images/d79496af225f4af1a76796b1c1e6a60a
13/12/2019,Brahim Borehole,-15.8727655,35.3426252,https://api.mwater.co/v3/images/d2bcc28ef0a04b77b969a5bdbdaf3a37,Normal/satisfactory,63.473,2,Absent,336,μS / cm,0,ppb,0.31,0.04,0.25,0.13,0.13,7.2,32.1,C,5,NTU,NA,Point of collection,12/12/2019,0,2.87,safe,https://api.mwater.co/v3/images/e2707af2a63c45c38d1e402409effad4
07/03/2020,Brahim Borehole,-15.8727655,35.3426252,https://api.mwater.co/v3/images/fab292bb42bc48be89855b861d870475,Normal/satisfactory,40.863,2,Absent,1502,μS / cm,0,ppb,4.2,0.4,1.7,0.14,0.25,7.65,33.1,C,5,NTU,NA,Point of collection,3/9/2020,0,2.87,safe,https://api.mwater.co/v3/images/9a38816c4f224763aecb1c7fedd8edb0
23/02/2020,Mulava borehole,-15.8995917,35.4782083,https://api.mwater.co/v3/images/3300b0efebf34de298c107dad6d96696,Normal/satisfactory,54.831,2,Absent,121,μS / cm,0,ppb,0.07,0.07,0.08,0.05,0.3,7,27.5,C,15,NTU,NA,Point of collection,2/22/2020,0,2.87,safe,https://api.mwater.co/v3/images/b4343d9e51de42919fa9b4b052eb622b
09/12/2019,Mwanvula borehole,-15.97331,35.4703727,https://api.mwater.co/v3/images/a7b11af3c21b4de5964a004a7e45d5fb; https://api.mwater.co/v3/images/0408a38ca7ec49cd81a2bf0b2a1df0ff,Normal/satisfactory,51.57,2,Absent,141.2,μS / cm,0,ppb,0.2,0.07,0.12,0.07,0.9,6.6,29.4,C,10,NTU,The community thanked the initiative that has brought back to functionality their borehole which was declared non-functional for over a year,Point of collection,12/7/2019,0,2.87,safe,https://api.mwater.co/v3/images/e6ae2ec9f46c48e7b9b5d3007828a4bc
23/02/2020,Mwanvula borehole,-15.97331,35.4703727,https://api.mwater.co/v3/images/22f9e05c732c422fada493c1e5b1c35f,Normal/satisfactory,47.433,2,Absent,149.1,μS / cm,0,ppb,0.2,0.12,0.3,0.12,9.5,7,29.7,C,10,NTU,NA,Point of collection,2/22/2020,0,2.87,safe,https://api.mwater.co/v3/images/36d7dfdf5e234e50a646f9020e0aceab
07/07/2019,Wathuluwa borehle,-15.907315,35.3503391,https://api.mwater.co/v3/images/29b4afdd207e4732970d280f8a04b2ad; https://api.mwater.co/v3/images/f71bfd3b1804486ab9c7f7ed6274fc1e,"Normal/satisfactory , Very light",51.12,2,Absent,588,μS / cm,0,ppb,0.5,2,3,0.26,0.5,6.7,21.6,C,5,NTU,NA,Point of collection,6/20/2019,0,2.87,safe,https://api.mwater.co/v3/images/85d1dcf07d4546d2ae83dc0f062e5ef3
07/07/2019,GOMANI BOEHOLE,-15.9094709,35.3530435,https://api.mwater.co/v3/images/56208119cb644ab4939e45961a698288,"Normal/satisfactory , Very light",86.801,3,Absent,437,μS / cm,0,ppb,1,0.4,3.2,0.2,0,6.55,26.8,C,15,NTU,NA,Point of collection,6/19/2019,0,2.87,safe,https://api.mwater.co/v3/images/fa1156571d0b42aa9172e06c97d79869
27/06/2019,Chiwanda borehole  02,-15.9228016,35.3490684,https://api.mwater.co/v3/images/6331fe21a33b46d4a335dcbef907ca41; https://api.mwater.co/v3/images/94af2b70a0d64d9dabb7c9b256cb3c93,Normal/satisfactory,57.239,1,Absent,853,μS / cm,0,ppb,0.8,0.1,0.7,0.42,0,7.46,26,C,5,NTU,NA,Point of collection,6/27/2019,0,2.87,safe,https://api.mwater.co/v3/images/7681a6a4a1fb4c689c4e350732d1a93e
09/03/2020,Chiwanda borehole  02,-15.9228016,35.3490684,https://api.mwater.co/v3/images/7e4c3405b2984bbcbc240515613f8bad,Normal/satisfactory,44.4,2,Absent,710,μS / cm,0,ppb,0.28,0.76,0.8,0.4,0.95,7.6,29,C,100,NTU,NA,Point of collection,3/7/2020,0,2.87,safe,https://api.mwater.co/v3/images/450e1489c097472d9c304305c2ba9b8e
18/06/2019,Awali borehole,-15.9536144,35.3468821,https://api.mwater.co/v3/images/257297d93ca542f0a58e6f6a78787ea9,Normal/satisfactory,56.921,1,Absent,570,μS / cm,5,ppb,0.42,0.2,0.2,0.29,0,7.32,25.4,C,5,NTU,NA,Point of collection,6/18/2019,0,2.87,safe,https://api.mwater.co/v3/images/3004139008304336a54866ff4951f7f0
07/03/2020,Awali borehole,-15.9536144,35.3468821,https://api.mwater.co/v3/images/181f8e8629974e27ae46fb2c4493e62a,Normal/satisfactory,57.942,1,Absent,5.9,μS / cm,0,ppb,1.4,0.28,0.5,0.25,0.08,6.7,30,C,5,NTU,NA,Point of collection,3/6/2020,0,2.87,safe,https://api.mwater.co/v3/images/b6aa0656c99d485d963566753ac09f2d
26/02/2020,Chikuli primary school borehole 1,-15.9434616,35.4164784,https://api.mwater.co/v3/images/be30f8a3125a4713861efc1e39c3588f,Normal/satisfactory,58.708,1,Absent,201,μS / cm,0,ppb,0.32,0.11,0.78,0.21,0.2,6.9,30.4,C,5,NTU,NA,Point of collection,2/24/2020,0,2.87,safe,https://api.mwater.co/v3/images/f09920bb8d204693a2e28872e8bdb09a
26/06/2019,Nogwe 1 mosque,-15.8250502,35.5133171,https://api.mwater.co/v3/images/49a03cee864c46629bfa2080c387bb23,Normal/satisfactory,41.53,1,Absent,731,μS / cm,5,ppb,0.15,1,0.2,0.35,0,7.6,26,C,5,NTU,NA,Point of collection,6/26/2019,0,2.87,safe,https://api.mwater.co/v3/images/55dc4f4790ee46419ea7884d129221cd
05/07/2019,Makande LEA school borehole,-15.8203609,35.4506478,https://api.mwater.co/v3/images/f45802f4102f4c96ba00ad3e57ab3d96; https://api.mwater.co/v3/images/2016653e69fb4e128ed9fade880f68c6; https://api.mwater.co/v3/images/51bb92cdf4a8489c8ce51c3bc95851de,Normal/satisfactory,42.514,1,Absent,6.52,μS / cm,5,ppb,0.2,0.2,0.9,3.55,0,7.27,27.5,C,5,NTU,"The borehole is now functioning satisfactorily after the rehabilitation. After the CBM training the members intends to clean the  surrounding area as an action point I.e. digging sock pit,  slashing grass around.",Point of collection,7/3/2019,0,2.87,safe,https://api.mwater.co/v3/images/f79194fbc41744f9933dc4632ace9063
05/07/2019,Tchaluwa village borehole,-15.9974135,35.4794367,https://api.mwater.co/v3/images/32d116961a0e4742b48383e06b950727; https://api.mwater.co/v3/images/9d75865eb5154b1e8f40fbc284610fc3,Normal/satisfactory,39.601,1,Absent,1293,μS / cm,5,ppb,0.15,0.2,0.5,0.05,0,6.9,24.6,C,25,NTU,NA,Point of collection,7/4/2019,0,2.87,safe,https://api.mwater.co/v3/images/e0107d32d9d9428ca5e35f0ae957e85b
09/07/2019,Nakamba primary school borehole,-15.6244471,35.5162347,https://api.mwater.co/v3/images/eb21a2a8179f42dea232436b3d49c56b; https://api.mwater.co/v3/images/1e5d566e64e547839cfd47c1263ce640,"Normal/satisfactory , Significant friction (very stiff) on down stroke",51.623,1,Absent,6,μS / cm,5,ppb,0.15,0.8,0.4,3.02,0,6,31.5,C,5,NTU,NA,Point of collection,7/5/2019,0,2.87,safe,NA
15/06/2019,Demula 2,-15.96276449,35.48011588,https://api.mwater.co/v3/images/8c91fb81fce9432c86aafb7105693f2f,Normal/satisfactory,53.993,2,Absent,150.4,μS / cm,5,ppb,0.07,0.6,1.2,0.08,0,6.7,25.1,C,5,NTU,The bolehole is functioning well,Point of collection,6/15/2019,0,2.87,safe,https://api.mwater.co/v3/images/a1ba2b2cbd164c26882c86a537ceed02
17/06/2019,Mwana mvula 1,-15.97427093,35.47435502,https://api.mwater.co/v3/images/a257f602b3624fe899e31a75cd9d9e04,Normal/satisfactory,43.653,2,Absent,287,μS / cm,5,ppb,0.05,2,0.4,0.13,0,7.36,26.1,C,5,NTU,NA,Point of collection,6/15/2019,0,2.87,safe,https://api.mwater.co/v3/images/89b6af47f7704434b3733dee8dfeacd9
07/07/2019,Nangasanja bolehole,-15.9009476,35.46294664,https://api.mwater.co/v3/images/b140bc775d5941f9aa20c7f60f7dd87a; https://api.mwater.co/v3/images/f6a280e2f11140dd84f10d3c5949f92c,Normal/satisfactory,52.63,1,Present,206.5,μS / cm,0,ppb,0.1,0.8,0.1,0.1,0,7.33,25.9,C,10,NTU,The community is happy for the rehab,Point of collection,7/5/2019,0,2.87,safe,https://api.mwater.co/v3/images/bb2601ca93a74b6da32b0549de4ca8e4
28/06/2019,Shaibu Water point 4,-15.8452618,35.4817112,https://api.mwater.co/v3/images/17bdcbb29bcc4cffb45b7d9035c3fac2,Normal/satisfactory,56.111,1,Absent,914,μS / cm,0,ppb,1,0.2,0.1,0.46,0,7.47,27.9,C,5,NTU,The community is very thankful for the rehabilitation,Point of collection,6/26/2019,0,2.87,safe,https://api.mwater.co/v3/images/8a395963cf3f414fa3221e3149ff03b5
05/07/2019,Tothoro water point 1,-15.8400826,35.4953243,https://api.mwater.co/v3/images/f4b59bf92fe4400693b57b66c4bda438,Normal/satisfactory,41.641,1,Absent,879,μS / cm,5,ppb,0.05,0.4,0.2,0.4,0,7.2,26,C,5,NTU,NA,Point of collection,7/4/2019,0,2.87,safe,https://api.mwater.co/v3/images/4216923f7cdb4cb48bb5f7843a27917f
26/02/2020,Tothoro water point 1,-15.8400826,35.4953243,https://api.mwater.co/v3/images/1f16a2d10ca84073be5f40b9607aba96,Normal/satisfactory,53.551,2,Absent,462,μS / cm,0,ppb,0.32,0.11,0.09,0.71,0.6,7.1,29.8,C,5,NTU,NA,Point of collection,2/24/2020,0,2.87,safe,https://api.mwater.co/v3/images/817040fb07f244228f6ee070bcb0cca5
26/06/2019,Shuga water point 2,-15.8349133,35.4976521,https://api.mwater.co/v3/images/8f7a5b7eb0c249078470bb34be435e55; https://api.mwater.co/v3/images/035b3a29228b40e086cadb320f6a69b9; https://api.mwater.co/v3/images/0faeb97b146b4752be93b47b943b4b5a,Normal/satisfactory,51.611,1,Absent,963,μS / cm,5,ppb,0.24,1.4,0.1,0.47,0,7.3,26,C,5,NTU,NA,Point of collection,6/25/2019,0,2.87,safe,https://api.mwater.co/v3/images/fb8e7a11be31400aa5b9cab99045d316
26/02/2020,Shuga water point 2,-15.8349133,35.4976521,https://api.mwater.co/v3/images/fcc60048ae1a4f3586cd2963b65215b4,Normal/satisfactory,74.674,2,Absent,961,μS / cm,0,ppb,0.36,0.73,0.27,0.41,0.46,7,30.4,C,5,NTU,NA,Point of collection,2/24/2020,0,2.87,safe,https://api.mwater.co/v3/images/f221e4793947410dadc59aed71767282
26/06/2019,Nogwe Primary School water point,-15.8361065,35.5067288,https://api.mwater.co/v3/images/e6034457fd36497dbf8b2cf4cc470334; https://api.mwater.co/v3/images/40f496df53514a5c8682892d88567e2b,Normal/satisfactory,51.94,1,Absent,654,μS / cm,5,ppb,0.1,1,0.2,0.32,0,7.12,27.5,C,5,NTU,NA,Point of collection,6/25/2019,0,2.87,safe,https://api.mwater.co/v3/images/7a01ba89b1144857822f6545beea9a16
26/06/2019,Nogwe water point 3,-15.8367459,35.5150015,https://api.mwater.co/v3/images/26f794fd701e4e0392016321faf609a9; https://api.mwater.co/v3/images/46aaf44549d94af380a8b4dc8d45d9b8,Normal/satisfactory,45.701,1,Absent,551,μS / cm,5,ppb,0.15,1.2,0.1,0.26,0,7.25,23.4,C,5,NTU,NA,Point of collection,6/26/2019,0,2.87,safe,https://api.mwater.co/v3/images/c97c5cae4b674e969e3f9af8cf9a9d66
26/02/2020,Nogwe water point 3,-15.8367459,35.5150015,https://api.mwater.co/v3/images/f793098aff2a4fb78af3e4f26a9c1807,Normal/satisfactory,68.581,1,Absent,432,μS / cm,0,ppb,0.35,0.26,0.13,0.19,0.2,6.6,29.5,C,5,NTU,NA,Point of collection,2/24/2020,0,2.87,safe,https://api.mwater.co/v3/images/ca4840b50bb24622a535195bcc73593e
15/12/2019,Chole borehole,-15.8572531,35.5635416,https://api.mwater.co/v3/images/d5b4d0dd2d1d41688ebbe260d18f3d47,Normal/satisfactory,45.133,2,Present,604,μS / cm,0,ppb,0.34,0.18,0.4,0.03,0,7.2,31,C,500,NTU,"The Borehole was not chlorinated  as the water is too muddy for consumption. It had turbidty levels of 500 on the day of visit.

Since the area has running taps, people access their drinking water from taps",Point of collection,12/14/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/b7aeab3e50cd43af829a7cfa34c04bb0
28/02/2020,Chole borehole,-15.8572531,35.5635416,https://api.mwater.co/v3/images/689b33d7a75847779164b1b302ba02e9,Very light,96.132,21,Present,125,μS / cm,0,ppb,0.1,0.07,0.08,0.21,0.01,6.5,28,C,500,NTU,NA,Point of collection,2/27/2020,48.3,351.91,probably_unsafe,https://api.mwater.co/v3/images/eb5be3e018c54f29a3f105bd70a1b4e2
02/07/2019,Chanje borehole 9,-15.7618931,35.4838973,https://api.mwater.co/v3/images/0f4ca4f4013a4630a3f2bb6e67f542ff; https://api.mwater.co/v3/images/c024dbb172fa4cdd98413eb34aee03dd; https://api.mwater.co/v3/images/fe76c97db9c34ce7a29ecc99af1c22fe; https://api.mwater.co/v3/images/25354bb7ebd242bda54ab1bc48c45f69,Normal/satisfactory,42.68,1,Absent,719,μS / cm,5,ppb,0.15,0.2,0.9,0.35,0,7.14,28.4,C,5,NTU,The borehole is now functioning satisfactorily and the committee were briefed about their roles and responsibilities. The committee promised to mobilize community members to fully participate in ensuring cleanliness of the borehole surrounding area.,Point of collection,6/28/2019,0,2.87,safe,https://api.mwater.co/v3/images/fb8640f21490499baee93ab45eb033d0
09/07/2019,Masamba borehole 2,-15.7020905,35.4410336,https://api.mwater.co/v3/images/cbc0d730f1ef4b2f9f6d718a4b41a0bf,"Normal/satisfactory , Significant friction (very stiff) on down stroke",55.69,1,Absent,1335,μS / cm,0,ppb,1,0.6,0.05,0.65,0.3,7.25,28.5,C,5,NTU,NA,Point of collection,7/5/2019,0,2.87,safe,https://api.mwater.co/v3/images/f6a42d0566a948999bdc0f630b156ffb
08/07/2019,Khokholiwa borehole 12,-15.6960623,35.5053425,https://api.mwater.co/v3/images/13b555f42d8f4379a8e833abf28089f3; https://api.mwater.co/v3/images/1c323959de0841c5993acbd697db587e; https://api.mwater.co/v3/images/cbcb93b167ed461a9bd410b9e7a113ff,Normal/satisfactory,50.201,1,Absent,1727,μS / cm,0,ppb,0.05,0.4,0.2,0.87,0,7.21,26.7,C,5,NTU,NA,Point of collection,7/4/2019,0,2.87,safe,https://api.mwater.co/v3/images/84f9d4cb44a941d6bf9077ed1a680e3f
15/12/2019,Khokholiwa borehole 12,-15.6960623,35.5053425,https://api.mwater.co/v3/images/d86af50af7ba451f93403c027cea3096; https://api.mwater.co/v3/images/c33526b9a4084d65bdc8cdd93824354f,Normal/satisfactory,58.691,3,Absent,1705,μS / cm,0,ppb,0.1,0.5,0.4,0.76,0.4,7.06,28.9,C,5,NTU,NA,Point of collection,12/14/2019,0,2.87,safe,https://api.mwater.co/v3/images/e4609bb8b8c24db7b9294f8ca3149f41
28/02/2020,Tepani borehole,-15.67436637,35.46948997,https://api.mwater.co/v3/images/4a8346fe935d44c291e54c7cd936e04b,Normal/satisfactory,73.008,1,Absent,3.81,μS / cm,0,ppb,0.05,0.8,3,2.06,0.48,7.4,32.3,C,5,NTU,NA,Point of collection,2/27/2020,0,2.87,safe,https://api.mwater.co/v3/images/47b7bdb518994a0aa26ba09abc9c9a47
18/06/2019,Lolo borehole,-15.6743995,35.4787421,https://api.mwater.co/v3/images/bc0835ba47754d52b0f3176a71c80ff6,Normal/satisfactory,57.522,2,Absent,3.44,mS / cm,5,ppb,0.4,1,2.8,1.86,0,7.23,28.6,C,5,NTU,NA,Point of collection,6/17/2019,0,2.87,safe,https://api.mwater.co/v3/images/7f54bb13fbe5471882c83f010cf82f0d
